iter	Passed	Remaining
510	5635	5392
511	5638	5374
512	5641	5355
513	5643	5336
514	5647	5318
515	5651	5301
516	5653	5282
517	5656	5263
518	5658	5243
519	5660	5224
520	5663	5206
521	5665	5188
522	5667	5169
523	5669	5150
524	5671	5131
525	5674	5113
526	5680	5098
527	5683	5080
528	5685	5062
529	5687	5044
530	5690	5025
531	5696	5010
532	5698	4992
533	5699	4973
534	5701	4955
535	5703	4937
536	5705	4918
537	5708	4902
538	5711	4884
539	5713	4867
540	5716	4849
541	5718	4832
542	5720	4814
543	5723	4797
544	5726	4780
545	5728	4763
546	5730	4745
547	5731	4727
548	5733	4710
549	5736	4693
550	5739	4676
551	5740	4659
552	5743	4642
553	5747	4627
554	5753	4613
555	5755	4596
556	5757	4579
557	5759	4562
558	5761	4545
559	5763	4528
560	5767	4513
561	5770	4497
562	5772	4480
563	5774	4463
564	5776	4447
565	5778	4430
566	5782	4415
567	5784	4399
568	5786	4382
569	5788	4366
570	5790	4350
571	5792	4333
572	5794	4317
573	5799	4303
574	5801	4288
575	5803	4272
576	5806	4256
577	5808	4241
578	5813	4227
579	5815	4211
580	5818	4195
581	5820	4180
582	5822	4164
583	5828	4151
584	5830	4136
585	5833	4121
586	5835	4105
587	5837	4090
588	5842	4076
589	5844	4061
590	5847	4046
591	5849	4031
592	5851	4016
593	5859	4004
594	5863	3990
595	5866	3976
596	5870	3962
597	5873	3948
598	5875	3933
599	5877	3918
600	5880	3903
601	5882	3889
602	5888	3876
603	5891	3862
604	5896	3850
605	5900	3836
606	5903	3822
607	5906	3808
608	5908	3793
609	5911	3779
610	5914	3765
611	5918	3752
612	5920	3737
613	5923	3723
614	5925	3709
615	5927	3695
616	5932	3682
617	5935	3668
618	5937	3654
619	5939	3640
620	5941	3626
621	5946	3613
622	5949	3600
623	5951	3586
624	5953	3572
625	5956	3558
626	5961	3546
627	5963	3532
628	5965	3518
629	5967	3504
630	5969	3491
631	5971	3477
632	5975	3464
633	5978	3451
634	5980	3437
635	5982	3424
636	5985	3410
637	5990	3398
638	5993	3385
639	5995	3372
640	5997	3359
641	6000	3346
642	6003	3333
643	6005	3320
644	6007	3306
645	6009	3293
646	6011	3279
647	6013	3266
648	6015	3253
649	6018	3240
650	6021	3228
651	6024	3215
652	6026	3202
653	6028	3189
654	6030	3176
655	6034	3164
656	6037	3151
657	6039	3139
658	6041	3126
659	6043	3113
660	6045	3100
661	6049	3088
662	6051	3076
663	6053	3063
664	6056	3050
665	6058	3038
666	6060	3025
667	6063	3013
668	6066	3001
669	6068	2988
670	6070	2976
671	6072	2964
672	6075	2951
673	6081	2941
674	6085	2929
675	6088	2918
676	6097	2909
677	6101	2897
678	6103	2885
679	6106	2873
680	6110	2862
681	6112	2850
682	6114	2838
683	6117	2826
684	6119	2813
685	6123	2802
686	6126	2791
687	6128	2779
688	6130	2767
689	6134	2756
690	6140	2745
691	6143	2734
692	6146	2722
693	6149	2711
694	6155	2701
695	6158	2690
696	6162	2678
697	6165	2667
698	6178	2660
699	6183	2650
700	6191	2640
701	6195	2629
702	6208	2622
703	6213	2612
704	6218	2602
705	6221	2590
706	6228	2581
707	6240	2573
708	6243	2562
709	6260	2557
710	6274	2550
711	6277	2539
712	6341	2552
713	6345	2541
714	6348	2530
715	6351	2519
716	6359	2509
717	6363	2499
718	6379	2493
719	6382	2482
720	6386	2471
721	6394	2462
722	6396	2450
723	6399	2439
724	6406	2430
725	6409	2418
726	6411	2407
727	6413	2396
728	6422	2387
729	6425	2376
730	6429	2365
731	6454	2363
732	6457	2352
733	6460	2341
734	6472	2333
735	6476	2323
736	6487	2314
737	6489	2304
738	6492	2293
739	6499	2283
740	6501	2272
741	6504	2261
742	6506	2250
743	6516	2242
744	6519	2231
745	6521	2220
746	6531	2212
747	6538	2202
748	6542	2192
749	6546	2182
750	6550	2171
751	6553	2161
752	6560	2152
753	6562	2141
754	6565	2130
755	6567	2119
756	6569	2108
757	6573	2098
758	6576	2088
759	6586	2079
760	6588	2069
761	6590	2058
762	6592	2047
763	6602	2039
764	6605	2029
765	6607	2018
766	6620	2011
767	6623	2000
768	6632	1992
769	6635	1981
770	6648	1974
771	6652	1964
772	6664	1957
773	6668	1947
774	6679	1939
775	6681	1928
776	6684	1918
777	6694	1910
778	6697	1900
779	6700	1889
780	6704	1880
781	6707	1869
782	6709	1859
783	6721	1851
784	6723	1841
785	6736	1834
786	6739	1824
787	6748	1815
788	6752	1805
789	6754	1795
790	6756	1785
791	6769	1777
792	6771	1767
793	6785	1760
794	6788	1750
795	6799	1742
796	6801	1732
797	6804	1722
798	6808	1712
799	6811	1702
800	6813	1692
801	6824	1684
802	6836	1677
803	6840	1667
804	6843	1657
805	6851	1649
806	6858	1640
807	6861	1630
808	6871	1622
809	6903	1619
810	6906	1609
811	6909	1599
812	6922	1592
813	6926	1582
814	6947	1577
815	6962	1569
816	6970	1561
817	6973	1551
818	6985	1543
819	6989	1534
820	6993	1524
821	7003	1516
822	7007	1507
823	7010	1497
824	7021	1489
825	7024	1479
826	7031	1470
827	7035	1461
828	7039	1452
829	7041	1442
830	7048	1433
831	7051	1423
832	7059	1415
833	7062	1405
834	7066	1396
835	7074	1387
836	7078	1378
837	7081	1369
838	7091	1360
839	7093	1351
840	7095	1341
841	7098	1332
842	7109	1324
843	7112	1314
844	7114	1305
845	7126	1297
846	7129	1287
847	7137	1279
848	7143	1270
849	7154	1262
850	7167	1254
851	7185	1248
852	7191	1239
853	7204	1231
854	7207	1222
855	7209	1212
856	7216	1204
857	7218	1194
858	7229	1186
859	7232	1177
860	7235	1168
861	7240	1159
862	7244	1150
863	7247	1140
864	7257	1132
865	7262	1123
866	7264	1114
867	7275	1106
868	7277	1097
869	7280	1087
870	7290	1079
871	7292	1070
872	7294	1061
873	7303	1052
874	7306	1043
875	7308	1034
876	7311	1025
877	7322	1017
878	7326	1008
879	7336	1000
880	7338	991
881	7340	982
882	7350	973
883	7353	964
884	7355	955
885	7361	947
886	7364	938
887	7367	929
888	7377	921
889	7379	912
890	7381	903
891	7390	894
892	7394	885
893	7396	876
894	7398	867
895	7411	860
896	7413	851
897	7424	843
898	7427	834
899	7429	825
900	7439	817
901	7442	808
902	7446	799
903	7452	791
904	7456	782
905	7459	773
906	7462	765
907	7465	756
908	7476	748
909	7479	739
910	7482	730
911	7495	723
912	7497	714
913	7508	706
914	7511	697
915	7513	689
916	7523	680
917	7526	672
918	7538	664
919	7543	655
920	7545	647
921	7555	639
922	7558	630
923	7567	622
924	7573	614
925	7576	605
926	7589	597
927	7591	589
928	7600	580
929	7606	572
930	7615	564
931	7622	556
932	7637	548
933	7640	539
934	7650	531
935	7652	523
936	7655	514
937	7670	507
938	7679	498
939	7683	490
940	7686	481
941	7695	473
942	7698	465
943	7702	456
944	7711	448
945	7714	440
946	7730	432
947	7733	424
948	7735	415
949	7747	407
950	7750	399
951	7761	391
952	7765	382
953	7773	374
954	7775	366
955	7778	357
956	7780	349
957	7786	341
958	7788	332
959	7791	324
960	7793	316
961	7795	307
962	7799	299
963	7802	291
964	7804	283
965	7806	274
966	7819	266
967	7822	258
968	7824	250
969	7826	242
970	7837	234
971	7839	225
972	7842	217
973	7851	209
974	7854	201
975	7856	193
976	7868	185
977	7872	177
978	7883	169
979	7886	160
980	7894	152
981	7898	144
982	7901	136
983	7903	128
984	7917	120
985	7924	112
986	7930	104
987	7933	96
988	7935	88
989	7940	80
990	7945	72
991	7954	64
992	7957	56
993	7959	48
994	7961	40
995	7971	32
996	7973	23
997	7975	15
998	7977	7
999	7989	0
